financial_active,net_payment_behaviour_tripd,promotion_flag,variable_rate_index,account_status_code,active_12_mths,bank_fico_buckets_20,charge_off_reason_code,mob,open_closed_flag,ever_delinquent_flg,nbr_mths_due,variable_rate_margin,stmt_balance,prev_balance,net_sales,net_payments,purchase_active,credit_limit_amt,credit_limit_pa,closed,active,charge_off,charge_off_aged,charge_off_bk,principal_amt,principal_amt_chrg_off,total_writeoff_amt,fee_chg_off_reversal_amt,net_finance_charge,non_principal_amount_gross,non_principal_amount_net,non_principal_amount_stmt,aged_writeoff_amt,bankruptcy_writeoff_amt,fc_reversals,fee_reversals,fraud_writeoff_amt,other_writeoff_amt,promo_bal_amt,recovery_amt,writeoff_type_bko,writeoff_type_fraud_kiting,writeoff_type_fraud_synthetic,writeoff_type_deceased,writeoff_type_other,writeoff_type_aged,writeoff_type_settlement,writeoff_type_fraud_other,writeoff_type_repo,writeoff_type_null,writeoff_date,due_account_2,due_account_3,due_account_4,due_account_5,due_account_6,due_account_7,due_account_8,due_balance_2,due_balance_3,due_balance_4,due_balance_5,due_balance_6,due_balance_7,due_balance_8,snapshot,mth_code,industry
1.0,T,0,1,I 0-6,1.0,661-680,,39,1.0,0.0,0.0,NaN,152.95,0.0,0.0,80.0,1.0,500.0,0.0,0,1,0,0,0,1898.87,0.0,0.0,0.0,0.0,0.0,236.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201909,B
0.0,P,1,1,I 25+,1.0,681-700,,23,1.0,0.0,0.0,19.65,9668.6,0.0,0.0,0.0,0.0,1000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201908,A
1.0,I,0,0,A,1.0,761+,,45,1.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,4500.0,700.0,0,1,0,0,0,6693.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201908,A
1.0,P,0,0,I 7-12,1.0,701-720,,54,1.0,0.0,0.0,NaN,0.0,0.0,665.05,120.0,0.0,600.0,10000.0,0,1,0,0,0,38.66,0.0,0.0,0.0,0.0,0.0,0.0,8.71,0.0,0.0,0.0,0.0,0.0,0.0,700.09,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201910,A
1.0,P,0,0,A,1.0,761+,,21,1.0,0.0,0.0,NaN,5752.57,70.41,0.0,0.0,1.0,5000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201910,B
0.0,I,1,1,A,1.0,761+,,28,1.0,0.0,0.0,19.65,0.0,239.97,0.0,27.0,0.0,1500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201903,B
1.0,P,1,0,A,0.0,761+,,28,1.0,0.0,0.0,NaN,2131.42,0.0,0.0,100.0,0.0,6000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,10.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201904,B
1.0,I,0,0,I 25+,1.0,741-760,,12,1.0,0.0,0.0,NaN,0.0,1026.88,0.0,0.0,0.0,7000.0,0.0,0,1,0,0,0,2350.04,0.0,0.0,0.0,0.0,26.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201901,A
1.0,I,1,1,A,1.0,681-700,,52,1.0,1.0,0.0,19.65,997.0,0.0,0.0,0.0,0.0,2000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1411.33,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201901,A
0.0,P,0,0,A,1.0,721-740,,49,1.0,0.0,0.0,23.74,819.14,1615.89,110.5,220.0,0.0,4500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,11.64,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201909,B
0.0,T,0,0,A,1.0,641-660,,132,1.0,0.0,0.0,NaN,0.0,1153.99,0.0,100.0,0.0,5000.0,0.0,0,1,0,0,0,1526.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.38,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201905,B
1.0,I,0,0,A,1.0,741-760,,25,1.0,0.0,0.0,NaN,40.25,0.0,0.0,50.0,1.0,1500.0,0.0,0,1,0,0,0,1649.24,0.0,0.0,0.0,0.0,9.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201910,B
1.0,T,0,0,A,1.0,641-660,,15,1.0,0.0,6.0,NaN,5033.91,0.0,165.94,0.0,0.0,6400.0,0.0,0,1,0,0,0,2437.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201907,B
1.0,P,0,1,A,1.0,581-600,,51,1.0,0.0,0.0,NaN,1590.07,1300.0,0.0,0.0,0.0,4000.0,0.0,0,1,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201910,A
0.0,I,0,0,A,1.0,761+,,18,0.0,0.0,0.0,19.65,0.0,48.7,0.0,65.0,0.0,1024.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,46.72,0.0,166.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.1,0.0,0.0,0.0,0.0,0.0,0.0,201812,201903,B
1.0,I,0,0,A,1.0,701-720,,49,1.0,0.0,0.0,NaN,0.0,8263.76,0.0,0.0,0.0,4000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201903,A
1.0,P,0,0,I 7-12,1.0,761+,,43,1.0,1.0,0.0,NaN,0.0,1890.36,1824.79,0.0,0.0,1000.0,4400.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201909,B
0.0,P,1,0,A,0.0,701-720,,39,1.0,0.0,0.0,NaN,0.0,6173.76,0.0,46.82,0.0,3200.0,0.0,0,1,0,0,0,25.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201911,B
1.0,T,0,0,A,0.0,701-720,,33,1.0,1.0,0.0,NaN,908.0,1376.88,0.0,0.0,0.0,1200.0,11000.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201906,B
1.0,T,1,0,I 0-6,1.0,761+,,395,1.0,0.0,0.0,NaN,245.15,0.0,0.0,0.0,0.0,4500.0,12000.0,0,1,0,0,0,2477.0,0.0,0.0,0.0,0.0,235.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2479.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201908,B
0.0,I,0,0,A,1.0,621-640,,2,1.0,0.0,0.0,NaN,906.22,1560.0,0.0,0.0,0.0,800.0,0.0,0,1,0,0,0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.74,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201901,A
1.0,R,0,1,I 0-6,1.0,761+,,78,1.0,0.0,0.0,NaN,978.69,0.0,0.0,100.0,0.0,3500.0,0.0,0,1,0,0,0,813.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201906,A
0.0,P,0,0,A,1.0,<= 560,,3,1.0,0.0,0.0,23.74,205.97,0.0,0.0,80.0,0.0,6500.0,16000.0,0,1,0,0,0,600.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1821.16,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201906,A
1.0,I,0,0,A,0.0,641-660,,34,1.0,0.0,0.0,NaN,1442.99,3745.84,0.0,0.0,0.0,2000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,12.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201903,B
0.0,I,1,1,A,0.0,761+,,164,1.0,0.0,0.0,NaN,0.0,1023.0,0.0,0.0,0.0,10000.0,0.0,0,1,0,0,0,173.5,0.0,0.0,0.0,0.0,19.73,0.0,48.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071.93,0.0,0.0,0.0,0.0,201812,201911,B
1.0,I,1,0,I 0-6,0.0,761+,,92,1.0,0.0,0.0,23.74,7950.0,2987.31,144.61,0.0,1.0,2000.0,0.0,0,1,0,0,0,583.8,0.0,0.0,0.0,0.0,0.0,0.0,45.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201902,B
1.0,T,0,0,A,1.0,681-700,,22,1.0,0.0,0.0,NaN,151.64,734.62,0.0,28.0,0.0,10600.0,0.0,0,1,0,0,0,239.96,0.0,0.0,0.0,0.0,331.49,539.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.43,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201812,A
0.0,I,1,1,A,1.0,661-680,,8,1.0,0.0,2.0,NaN,372.07,0.0,0.0,0.0,0.0,1500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,287.2,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201912,B
0.0,I,1,1,A,0.0,621-640,,15,1.0,0.0,0.0,NaN,3950.0,1406.53,0.0,0.0,0.0,1000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201905,A
1.0,P,0,0,I 13-24,1.0,761+,,46,1.0,0.0,0.0,19.65,1450.0,0.0,0.0,0.0,1.0,20100.0,0.0,0,1,0,0,0,2325.33,0.0,0.0,0.0,0.0,226.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201909,A
0.0,I,1,0,A,0.0,761+,,15,1.0,0.0,0.0,NaN,0.0,0.0,0.0,100.0,0.0,3300.0,3000.0,0,1,0,0,0,200.0,0.0,0.0,0.0,8.34,0.0,142.94,414.6,0.0,0.0,0.0,0.0,0.0,0.0,2450.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201911,B
1.0,P,0,0,I 13-24,1.0,761+,,150,1.0,0.0,0.0,NaN,0.0,62.37,0.0,0.0,1.0,6000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,53.37,0.0,184.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201812,A
0.0,I,0,0,A,0.0,621-640,,49,1.0,0.0,0.0,NaN,71.14,0.0,169.72,0.0,0.0,2500.0,4400.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1506.65,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201901,B
1.0,I,1,0,A,0.0,761+,,195,1.0,0.0,0.0,NaN,0.0,0.0,150.07,30.0,0.0,5800.0,0.0,0,1,0,0,0,737.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2472.79,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201812,B
0.0,I,0,0,A,1.0,661-680,,63,1.0,0.0,0.0,NaN,8597.17,48.25,0.0,0.0,0.0,2300.0,0.0,0,1,0,0,0,919.87,0.0,0.0,0.0,35.71,0.0,201.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201912,C
1.0,T,0,0,A,1.0,581-600,,6,1.0,0.0,0.0,NaN,932.09,0.0,0.0,270.0,0.0,8500.0,0.0,0,1,0,0,0,603.31,0.0,0.0,0.0,0.0,19.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201908,A
1.0,I,0,0,A,1.0,601-620,,4,1.0,0.0,0.0,NaN,0.0,1227.37,0.0,0.0,0.0,6000.0,0.0,0,1,0,0,0,2289.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201902,B
1.0,I,1,0,A,1.0,741-760,,87,1.0,0.0,0.0,NaN,0.0,0.0,0.0,45.0,0.0,1300.0,0.0,0,1,0,0,0,4028.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201907,A
1.0,P,0,0,I 0-6,1.0,721-740,,104,1.0,0.0,0.0,NaN,0.0,1710.12,0.0,0.0,0.0,6000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,24.02,0.0,375.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201907,B
1.0,I,0,0,I 7-12,1.0,581-600,,45,1.0,0.0,0.0,NaN,2486.55,0.0,0.0,46.0,0.0,4000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201905,A
0.0,P,0,0,A,1.0,761+,,29,1.0,0.0,0.0,NaN,0.0,628.46,0.0,77.0,0.0,3500.0,0.0,0,1,0,0,0,2505.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201910,B
1.0,P,0,0,A,1.0,661-680,,123,1.0,0.0,0.0,23.74,108.4,0.0,25.0,0.0,1.0,3000.0,0.0,0,1,0,0,0,127.01,0.0,0.0,0.0,0.0,529.75,0.0,21.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201912,B
1.0,P,0,0,I 13-24,1.0,741-760,,27,1.0,0.0,0.0,NaN,1804.44,0.0,0.0,0.0,0.0,1600.0,0.0,0,1,0,0,0,2078.41,0.0,0.0,0.0,0.0,0.0,2.0,241.65,0.0,0.0,0.0,0.0,0.0,0.0,793.99,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201812,B
1.0,I,0,0,I 0-6,0.0,641-660,,26,1.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,1.0,1200.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201909,B
1.0,P,0,0,I 25+,0.0,Missing,,16,1.0,0.0,0.0,19.65,45.0,0.0,0.0,0.0,0.0,1500.0,0.0,0,1,0,0,0,673.53,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201911,C
0.0,P,0,0,A,1.0,721-740,,40,1.0,0.0,0.0,23.74,0.0,1550.0,0.0,50.0,0.0,3800.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.06,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201905,C
1.0,P,0,0,A,1.0,721-740,,21,1.0,0.0,0.0,NaN,1252.23,0.0,0.0,0.0,0.0,8000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,10.37,0.0,0.0,75.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201902,B
1.0,D,1,0,I 0-6,1.0,681-700,,10,1.0,0.0,0.0,NaN,0.0,0.0,0.0,388.97,1.0,500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201812,B
1.0,I,0,0,A,0.0,761+,,34,1.0,0.0,0.0,NaN,258.47,0.0,0.0,100.0,0.0,10700.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201908,B
1.0,I,1,0,A,1.0,721-740,,25,1.0,0.0,0.0,NaN,0.0,5837.77,0.0,135.0,0.0,500.0,0.0,0,1,0,0,0,950.0,0.0,0.0,0.0,84.97,0.0,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201909,B
0.0,I,0,0,I 7-12,1.0,561-580,,4,1.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,1.0,6000.0,6000.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,16.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201907,B
1.0,I,0,1,A,1.0,701-720,,104,1.0,1.0,0.0,NaN,0.0,0.0,0.0,110.0,1.0,1125.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201901,C
1.0,P,0,0,I 0-6,1.0,581-600,,42,1.0,0.0,0.0,NaN,161.1,40.0,0.0,0.0,0.0,3700.0,7100.0,0,1,0,0,0,552.48,0.0,0.0,0.0,2.0,0.0,527.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201906,A
0.0,P,0,0,A,1.0,721-740,,107,1.0,0.0,0.0,NaN,0.0,0.0,100.0,74.14,1.0,2000.0,0.0,0,1,0,0,0,3475.61,0.0,0.0,0.0,0.0,65.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201909,C
1.0,P,0,0,A,1.0,761+,,70,1.0,0.0,0.0,NaN,163.63,0.0,20.25,23.34,0.0,1000.0,0.0,0,1,0,0,0,2192.65,0.0,0.0,0.0,-40.05,0.0,0.0,257.59,0.0,0.0,0.0,0.0,0.0,0.0,1085.71,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201902,A
0.0,I,0,0,A,1.0,641-660,,26,1.0,0.0,6.0,19.65,0.0,0.0,101.28,0.0,0.0,3000.0,0.0,0,1,0,0,0,846.0,0.0,0.0,0.0,37.31,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201911,B
0.0,P,1,0,A,1.0,761+,,5,1.0,0.0,0.0,NaN,278.5,0.0,0.0,0.0,0.0,4500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2789.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201912,A
1.0,I,0,1,A,1.0,761+,,16,1.0,1.0,0.0,NaN,0.0,146.53,392.21,0.0,0.0,1100.0,3000.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201905,B
