,financial_active,net_payment_behaviour_tripd,promotion_flag,variable_rate_index,account_status_code,active_12_mths,bank_fico_buckets_20,charge_off_reason_code,mob,open_closed_flag,ever_delinquent_flg,nbr_mths_due,variable_rate_margin,stmt_balance,prev_balance,net_sales,net_payments,purchase_active,credit_limit_amt,credit_limit_pa,closed,active,charge_off,charge_off_aged,charge_off_bk,principal_amt,principal_amt_chrg_off,total_writeoff_amt,fee_chg_off_reversal_amt,net_finance_charge,non_principal_amount_gross,non_principal_amount_net,non_principal_amount_stmt,aged_writeoff_amt,bankruptcy_writeoff_amt,fc_reversals,fee_reversals,fraud_writeoff_amt,other_writeoff_amt,promo_bal_amt,recovery_amt,writeoff_type_bko,writeoff_type_fraud_kiting,writeoff_type_fraud_synthetic,writeoff_type_deceased,writeoff_type_other,writeoff_type_aged,writeoff_type_settlement,writeoff_type_fraud_other,writeoff_type_repo,writeoff_type_null,writeoff_date,due_account_2,due_account_3,due_account_4,due_account_5,due_account_6,due_account_7,due_account_8,due_balance_2,due_balance_3,due_balance_4,due_balance_5,due_balance_6,due_balance_7,due_balance_8,snapshot,mth_code,industry
339715,1.0,P,0,0,A,1.0,761+,,43,1.0,0.0,0.0,,1737.09,850.0,0.0,50.0,0.0,10000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201902,B
339716,1.0,T,1,0,I 0-6,1.0,761+,,8,1.0,0.0,0.0,,246.13,0.0,59.16,0.0,0.0,5200.0,0.0,0,1,0,0,0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201808,B
339717,0.0,P,1,1,A,1.0,761+,,19,1.0,0.0,0.0,,0.0,1012.98,200.0,0.0,1.0,6000.0,14600.0,0,1,0,0,0,1479.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.91,0.0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201905,B
339718,1.0,P,0,0,A,1.0,761+,,71,1.0,0.0,0.0,,1294.64,0.0,92.03,0.0,0.0,1500.0,0.0,0,1,0,0,0,4436.36,0.0,0.0,0.0,0.0,0.0,15.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201906,B
339719,1.0,P,0,0,A,1.0,721-740,,30,1.0,0.0,0.0,19.65,0.0,5134.61,216.32,90.0,0.0,7000.0,7100.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201905,C
339720,1.0,T,0,1,A,1.0,701-720,,43,1.0,0.0,0.0,,4992.41,8158.81,69.16,0.0,0.0,6500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,71.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201907,B
339721,1.0,P,1,0,A,1.0,741-760,,34,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3400.0,0.0,0,1,0,0,0,657.02,0.0,0.0,0.0,0.0,61.53,67.0,941.61,0.0,0.0,0.0,0.0,0.0,0.0,2456.96,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201809,B
339722,1.0,P,0,0,A,1.0,761+,,20,1.0,0.0,0.0,,4428.81,0.0,0.0,0.0,1.0,1500.0,1800.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,235.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.92,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201808,A
339723,1.0,P,0,0,I 0-6,0.0,721-740,,47,1.0,0.0,2.0,,1572.75,0.0,0.0,56.0,1.0,7500.0,6500.0,0,1,0,0,0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,34.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201802,B
339724,1.0,T,0,1,A,1.0,761+,,7,1.0,0.0,0.0,,0.0,19.73,0.0,40.0,0.0,6500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,131.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2040.0,0.0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201902,A
339725,1.0,P,0,0,A,1.0,601-620,,45,1.0,0.0,0.0,,2299.98,0.0,0.0,0.0,0.0,4500.0,600.0,0,1,0,0,0,821.49,0.0,0.0,0.0,45.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201904,B
339726,1.0,I,1,0,A,1.0,581-600,,44,1.0,0.0,0.0,,0.0,1604.82,0.0,0.0,0.0,2760.0,2000.0,0,1,0,0,0,1949.23,0.0,0.0,0.0,0.0,72.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201809,B
339727,0.0,P,1,1,A,1.0,721-740,,6,1.0,0.0,0.0,19.65,0.0,298.53,0.0,0.0,0.0,5000.0,3000.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,34.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201810,C
339728,0.0,P,0,0,A,1.0,761+,,17,1.0,0.0,0.0,23.74,829.96,0.0,0.0,0.0,0.0,2000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,53.45,0.0,34.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201910,B
339729,1.0,I,0,0,A,1.0,761+,,111,1.0,0.0,0.0,19.65,1365.18,7053.37,0.0,134.0,0.0,6300.0,5000.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201807,C
339730,1.0,I,1,1,A,0.0,Missing,,20,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8500.0,0.0,0,1,0,0,0,2003.0,0.0,0.0,0.0,,2099.67,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201911,C
339731,0.0,P,1,1,I 0-6,1.0,741-760,,55,1.0,0.0,0.0,,0.0,0.0,0.0,32.99,1.0,2400.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201808,A
339732,1.0,R,0,1,I 7-12,1.0,721-740,,10,1.0,0.0,0.0,,5672.13,980.48,0.0,200.0,0.0,1500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.42,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201912,B
339733,1.0,P,0,1,A,1.0,721-740,,23,1.0,0.0,0.0,,315.57,1701.5,213.38,123.0,0.0,3200.0,0.0,0,1,0,0,0,1497.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201810,A
339734,0.0,I,1,0,A,1.0,701-720,,21,1.0,0.0,0.0,,428.08,636.0,0.0,100.0,0.0,5500.0,0.0,0,1,0,0,0,96.94,0.0,0.0,0.0,0.0,0.0,0.0,20.92,0.0,0.0,0.0,0.0,0.0,0.0,430.2,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201905,C
339735,1.0,P,0,0,A,1.0,701-720,,16,1.0,0.0,0.0,23.74,0.0,470.45,0.0,2973.79,0.0,5500.0,0.0,0,1,0,0,0,161.0,0.0,0.0,0.0,0.0,28.0,0.0,21.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201812,B
339736,1.0,D,1,1,I 0-6,0.0,721-740,,37,0.0,0.0,0.0,23.74,0.0,456.97,995.94,65.01,0.0,3500.0,0.0,0,1,0,0,0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201805,B
339737,1.0,I,1,1,I 25+,1.0,701-720,,12,1.0,0.0,0.0,11.65,1341.96,-0.23,0.0,720.23,0.0,1500.0,2000.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,19.9,0.0,173.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201803,A
339738,1.0,P,0,0,I 7-12,1.0,761+,,4,1.0,1.0,0.0,,94.03,0.0,0.0,0.0,0.0,800.0,37500.0,0,1,0,0,0,405.6,0.0,0.0,0.0,0.0,51.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201911,B
339739,0.0,P,0,1,A,1.0,701-720,,40,1.0,1.0,0.0,,997.32,0.0,0.0,175.3,0.0,1100.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201804,A
339740,1.0,P,0,0,I 25+,1.0,661-680,,7,1.0,0.0,0.0,,0.0,3762.87,0.0,0.0,0.0,4500.0,9000.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201903,A
339741,1.0,T,0,0,A,1.0,761+,,67,1.0,0.0,0.0,,0.0,3136.22,0.0,4131.0,0.0,2500.0,0.0,0,1,0,0,0,64.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201803,A
339742,1.0,P,1,0,I 0-6,1.0,621-640,,9,1.0,0.0,3.0,,14.86,0.0,0.0,250.0,1.0,4500.0,0.0,0,1,0,0,0,1634.03,0.0,0.0,0.0,0.0,0.0,0.0,695.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201808,C
339743,0.0,P,0,0,A,1.0,761+,,49,1.0,0.0,0.0,,84.78,655.34,0.0,0.0,0.0,2500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201907,B
339744,1.0,P,0,0,I 13-24,1.0,761+,,57,1.0,0.0,0.0,23.74,1058.78,0.0,0.0,0.0,0.0,15000.0,0.0,0,1,0,0,0,3687.02,0.0,0.0,0.0,0.0,64.48,35.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201911,B
339745,0.0,T,1,0,A,1.0,761+,,27,1.0,1.0,0.0,,266.46,0.0,0.0,0.0,0.0,6500.0,0.0,0,1,0,0,0,2146.04,0.0,0.0,0.0,0.0,0.0,19.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201909,A
339746,0.0,P,0,0,A,1.0,701-720,,146,1.0,0.0,0.0,,0.0,25.7,192.19,101.0,0.0,5000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,203.32,24.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201903,B
339747,0.0,T,1,1,A,1.0,581-600,,149,1.0,0.0,2.0,19.65,0.0,0.0,0.0,0.0,1.0,6000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,24.76,0.0,173.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201903,B
339748,1.0,P,1,1,A,1.0,761+,,76,1.0,0.0,0.0,,0.0,0.0,129.41,40.0,1.0,8900.0,0.0,0,1,0,0,0,496.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.17,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201907,A
339749,1.0,T,0,0,A,1.0,641-660,,15,1.0,0.0,0.0,,0.0,0.0,280.14,0.0,0.0,5500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1123.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201802,A
339750,1.0,R,0,0,I 7-12,1.0,761+,,30,1.0,0.0,0.0,19.65,0.0,0.0,3058.06,0.0,0.0,5200.0,1400.0,0,1,0,0,0,0.0,0.0,0.0,0.0,25.05,0.0,25.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4706.25,0.0,0.0,0.0,0.0,0.0,0.0,201801,201908,A
339751,1.0,T,0,0,A,1.0,761+,,20,1.0,0.0,0.0,,0.0,1096.35,0.0,200.0,0.0,1024.0,0.0,0,1,0,0,0,1302.0,0.0,0.0,0.0,12.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.34,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201911,B
339752,1.0,P,0,0,I 0-6,1.0,741-760,,32,1.0,0.0,0.0,19.65,0.0,600.0,0.0,180.0,1.0,2000.0,0.0,0,1,0,0,0,424.22,0.0,0.0,0.0,51.85,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201810,B
339753,0.0,D,0,0,A,1.0,621-640,,91,1.0,0.0,0.0,,1506.0,0.0,0.0,0.0,0.0,3500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,62.47,0.0,0.0,1769.45,0.0,0.0,0.0,0.0,0.0,0.0,272.67,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201807,B
339754,1.0,I,1,0,I 7-12,1.0,681-700,,16,1.0,0.0,0.0,19.65,0.0,-50.68,0.0,0.0,0.0,6500.0,0.0,0,1,0,0,0,11485.55,0.0,0.0,0.0,0.0,0.0,2241.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201907,C
339755,0.0,I,0,0,A,1.0,581-600,,14,1.0,0.0,0.0,11.65,0.0,500.0,57.86,197.0,1.0,2100.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,11.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201907,B
339756,1.0,I,0,1,A,1.0,761+,,108,1.0,1.0,0.0,,0.0,0.0,0.0,500.0,0.0,1500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.88,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201912,A
339757,1.0,T,0,0,A,1.0,761+,,138,1.0,1.0,0.0,,0.0,0.0,0.0,150.0,0.0,6100.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1281.34,447.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2192.67,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201804,B
339758,1.0,I,0,0,A,1.0,761+,,3,1.0,0.0,0.0,19.65,0.0,393.25,449.17,200.0,0.0,2500.0,12000.0,0,1,0,0,0,342.54,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201810,C
339759,1.0,T,0,1,A,1.0,761+,,47,1.0,0.0,2.0,,-0.24,84.86,0.0,30.0,0.0,2000.0,0.0,0,1,0,0,0,1171.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.81,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.72,0.0,0.0,0.0,0.0,0.0,0.0,201801,201903,A
339760,0.0,P,1,0,A,1.0,721-740,,9,1.0,0.0,0.0,,2549.58,0.0,0.0,165.99,0.0,5000.0,0.0,0,1,0,0,0,4866.98,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201804,B
339761,1.0,R,1,0,I 0-6,1.0,701-720,,44,1.0,0.0,0.0,,0.0,810.04,0.0,150.0,0.0,8500.0,0.0,0,1,0,0,0,64.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201804,C
339762,1.0,R,0,0,I 0-6,0.0,701-720,,25,1.0,1.0,0.0,19.65,355.93,7602.06,0.0,137.0,0.0,3000.0,0.0,0,1,0,0,0,633.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201903,C
339763,1.0,P,0,1,A,1.0,681-700,,114,1.0,0.0,0.0,23.74,0.0,0.0,0.0,0.0,1.0,2400.0,3000.0,0,1,0,0,0,2153.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201902,B
339764,1.0,I,0,0,A,1.0,761+,,40,1.0,0.0,2.0,,0.0,1580.43,8065.0,0.0,0.0,6000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.47,0.0,0.0,0.0,0.0,0.0,0.0,2565.1,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201906,C
339765,1.0,P,0,0,A,1.0,681-700,,2,1.0,0.0,0.0,,474.11,562.64,41.68,1306.25,0.0,7500.0,0.0,0,1,0,0,0,1354.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201903,C
339766,1.0,P,1,0,I 0-6,0.0,601-620,,26,1.0,0.0,0.0,,5944.83,0.0,0.0,54.0,0.0,1300.0,0.0,0,1,0,0,0,536.99,0.0,0.0,0.0,2.0,166.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201907,A
339767,0.0,T,0,0,A,0.0,641-660,,6,1.0,0.0,0.0,,395.06,0.0,0.0,0.0,0.0,700.0,0.0,0,1,0,0,0,836.72,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201802,B
339768,1.0,P,1,1,A,1.0,681-700,,34,1.0,0.0,0.0,,0.0,1017.85,0.0,37.0,0.0,600.0,0.0,0,1,0,0,0,2445.87,0.0,0.0,0.0,0.0,48.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201911,C
339769,1.0,P,0,0,I 0-6,1.0,721-740,,10,1.0,0.0,0.0,,0.0,0.0,133.0,0.0,0.0,2000.0,0.0,0,1,0,0,0,477.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,0.0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201907,B
339770,0.0,P,1,0,A,0.0,<= 560,,43,1.0,0.0,0.0,,0.0,2341.7,136.01,0.0,0.0,2500.0,0.0,0,1,0,0,0,32.54,0.0,0.0,0.0,0.0,0.0,23.52,163.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201909,C
339771,1.0,P,0,0,I 13-24,1.0,741-760,,22,1.0,1.0,0.0,,44.2,114.89,0.0,109.0,0.0,1900.0,0.0,0,1,0,0,0,483.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201902,A
339772,0.0,P,0,1,A,1.0,601-620,,54,1.0,0.0,0.0,,0.0,0.0,0.0,500.0,0.0,1080.0,0.0,0,1,0,0,0,626.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201908,B
